512,朱昂,弟,16469,朱協,
513,朱昌符,父,519,朱賦,
513,朱昌符,兄,531,朱台符,
513,朱昌符,子,16572,朱公祐,
518,朱宗,父,16671,朱紱,
519,朱賦,子,513,朱昌符,
519,朱賦,子,531,朱台符,
520,朱夏卿,父,8039,朱勝非,
521,朱巽,女兒,5126,朱氏(曾公望妻),
521,朱巽,子,16667,朱壽昌,
525,牛冕,兄弟,26649,牛景,
525,牛冕,子,97756,牛昭儉,據宋史列傳CBDB宋史分傳#424
527,朱勃,子,16668,朱敦復,
527,朱勃,子,16669,朱敦儒,
528,朱伯虎,子,534,朱彥美,
528,朱伯虎,父,15163,朱約,
528,朱伯虎,弟,15165,朱伯熊,
529,朱商卿,父,8039,朱勝非,
530,朱壽隆,父,531,朱台符,
531,朱台符,弟,513,朱昌符,
531,朱台符,父,519,朱賦,
531,朱台符,子,13873,朱公佐,
532,朱縡,父,16699,朱玠,
534,朱彥美,父,528,朱伯虎,
541,鞠真卿,父,544,鞠詠,
542,鞠仲謀,父,12853,鞠常,
543,鞠勵,子,544,鞠詠,
544,鞠詠,子,541,鞠真卿,
544,鞠詠,父,543,鞠勵,
544,鞠詠,子,12846,鞠齊卿,
545,莊徽,父,3268,莊詢,
546,莊公岳,子,11915,莊綽,
547,莊必彊,子,11795,莊芑,
553,鍾離瑾,子,7209,鍾離景圭,
553,鍾離瑾,子,7210,鍾離景裕,
553,鍾離瑾,子,16733,鍾離景伯,
553,鍾離瑾,子,23407,鍾離景融,
554,樊知古,父,119793,樊潛,據宋史列傳CBDB宋史分傳#403
554,樊知古,子,119794,樊漢公,據宋史列傳CBDB宋史分傳#403
559,范純仁,妻子,5029,王氏(范純仁妻),
559,范純仁,父,8043,范仲淹,
559,范純仁,兄,16745,范純祐,
559,范純仁,弟,560,范純禮,據宋史列傳CBDB宋史分傳#710
559,范純仁,弟,561,范純粹,據宋史列傳CBDB宋史分傳#710
559,范純仁,母,119413,李氏(范純仁母),據宋史列傳CBDB宋史分傳#711
560,范純禮,父,8043,范仲淹,
560,范純禮,弟,561,范純粹,據宋史列傳CBDB宋史分傳#710
560,范純禮,兄,16745,范純祐,據宋史列傳CBDB宋史分傳#710
560,范純禮,兄,559,范純仁,據宋史列傳CBDB宋史分傳#711
561,范純粹,父,8043,范仲淹,
561,范純粹,子,16753,范正夫,
561,范純粹,兄,560,范純禮,據宋史列傳CBDB宋史分傳#710
561,范純粹,兄,16745,范純祐,據宋史列傳CBDB宋史分傳#710
561,范純粹,兄,559,范純仁,據宋史列傳CBDB宋史分傳#711
562,范沖,父,7026,范祖禹,
562,范沖,子,16791,范仲彪,
565,范正國,父,559,范純仁,
566,范正辭,子,569,范諷,
566,范正辭,子,16792,范識,
566,范正辭,父,16793,范勞謙,
568,范鍔,父,16885,范大錄,
568,范鍔,子,16886,范筠,
568,范鍔,子,16887,范筥,
569,范諷,父,566,范正辭,
569,范諷,子,576,范寬之,
569,范諷,子,17229,范隱之,
569,范諷,兄,16792,范識,據宋史列傳CBDB宋史分傳#641
571,范祥,子,591,范育,
571,范祥,父,19325,范忠恕,
571,范祥,子,19326,范褒,
571,范祥,子,19331,范袞,
573,范峋,父,16904,范迪簡,
573,范峋,女兒,135501,范智通,
573,范峋,子,136125,范涓,
575,范如圭,父,11832,范舜舉,
575,范如圭,子,43588,范念德,
576,范寬之,父,569,范諷,
577,范旻,子,3280,范貽孫,
577,范旻,子,7025,范令孫,
577,范旻,父,8041,范質,
578,范百祿,父,16763,范鍇,
580,范世京,父,581,范師道,
581,范師道,子,580,范世京,
581,范師道,父,3273,范琪,
581,范師道,子,16917,范世亮,
582,范鏜,子,590,范寅秩,
582,范鏜,子,12973,范寅敷,
583,范峒,父,16904,范迪簡,
585,范宗傑,子,586,范子奇,
585,范宗傑,子,587,范子儀,
585,范宗傑,父,593,范雍,
586,范子奇,父,585,范宗傑,
